構成要素,検定種別,比較変数,群構成,N,効果量r,p値,構造的部分全体注意,低分散注意,オッズ比,q値(BH-FDR)
場所_地方,ベースライン,Global CDR,落ちた(N=8) vs 落ちなかった(N=22),30,-0.07386363636363646,0.6335534753768335,False,True,,0.7639798188463373
場所_地方,Δ(0→18か月),Global CDR,落ちた(N=8) vs 落ちなかった(N=19),27,-0.07236842105263164,0.7401869400734287,False,False,,0.8131631172637667
場所_地方,ベースライン,MoCA-J合計,落ちた(N=9) vs 落ちなかった(N=23),32,0.26086956521739135,0.26080773063622187,False,False,,0.6737138870705995
場所_地方,Δ(0→18か月),MoCA-J合計,落ちた(N=8) vs 落ちなかった(N=17),25,0.1470588235294118,0.5776960631604879,False,False,,0.7639798188463373
場所_地方,ベースライン,MMSE:時間見当識,落ちた(N=9) vs 落ちなかった(N=24),33,-0.15740740740740744,0.4883504271844813,False,False,,0.7639798188463373
場所_地方,Δ(0→18か月),MMSE:時間見当識,落ちた(N=9) vs 落ちなかった(N=22),31,0.09595959595959591,0.6855101567363616,False,False,,0.7639798188463373
場所_地方,ベースライン,MMSE:場所見当識,落ちた(N=9) vs 落ちなかった(N=24),33,0.08796296296296291,0.6828072190281251,True,False,,0.7639798188463373
場所_地方,Δ(0→18か月),MMSE:場所見当識,落ちた(N=9) vs 落ちなかった(N=22),31,0.1717171717171717,0.43015156178470515,True,False,,0.7639798188463373
場所_地方,ベースライン,MMSE:物品呼称,,33,,,False,True,,
場所_地方,Δ(0→18か月),MMSE:物品呼称,落ちた(N=9) vs 落ちなかった(N=22),31,-0.045454545454545414,0.5696715815879663,False,True,,0.7639798188463373
場所_地方,ベースライン,MMSE:記銘,落ちた(N=9) vs 落ちなかった(N=24),33,-0.04166666666666674,0.58621368107314,False,True,,0.7639798188463373
場所_地方,Δ(0→18か月),MMSE:記銘,落ちた(N=9) vs 落ちなかった(N=22),31,0.045454545454545414,0.5696715815879663,False,True,,0.7639798188463373
場所_地方,ベースライン,MMSE:注意計算,落ちた(N=9) vs 落ちなかった(N=24),33,0.3935185185185185,0.07692953727199643,False,False,,0.37503149420098264
場所_地方,Δ(0→18か月),MMSE:注意計算,落ちた(N=9) vs 落ちなかった(N=22),31,0.101010101010101,0.671569567349372,False,False,,0.7639798188463373
場所_地方,ベースライン,MMSE:遅延再生,落ちた(N=9) vs 落ちなかった(N=24),33,0.06481481481481477,0.7743884846366194,False,False,,0.844787437785403
場所_地方,Δ(0→18か月),MMSE:遅延再生,落ちた(N=9) vs 落ちなかった(N=22),31,0.13131313131313127,0.5419822950056061,False,False,,0.7639798188463373
場所_地方,ベースライン,MMSE:復唱,落ちた(N=9) vs 落ちなかった(N=24),33,-0.04166666666666674,0.58621368107314,False,True,,0.7639798188463373
場所_地方,Δ(0→18か月),MMSE:復唱,落ちた(N=9) vs 落ちなかった(N=22),31,0.02020202020202022,0.8986144790014382,False,True,,0.9408312666055326
場所_地方,ベースライン,MMSE:読字理解,,33,,,False,True,,
場所_地方,Δ(0→18か月),MMSE:読字理解,,31,,,False,True,,
場所_地方,ベースライン,MMSE:3段階命令,落ちた(N=9) vs 落ちなかった(N=24),33,0.16666666666666663,0.32088430086917064,False,False,,0.7263261888303134
場所_地方,Δ(0→18か月),MMSE:3段階命令,落ちた(N=9) vs 落ちなかった(N=22),31,-0.22222222222222232,0.20051463051460727,False,False,,0.590194006797712
場所_地方,ベースライン,MMSE:書字,,33,,,False,True,,
場所_地方,Δ(0→18か月),MMSE:書字,落ちた(N=9) vs 落ちなかった(N=22),31,-0.09090909090909083,0.38490931579093124,False,True,,0.7639798188463373
場所_地方,ベースライン,MMSE:図形模写,落ちた(N=9) vs 落ちなかった(N=24),33,-0.04166666666666674,0.58621368107314,False,True,,0.7639798188463373
場所_地方,Δ(0→18か月),MMSE:図形模写,落ちた(N=9) vs 落ちなかった(N=22),31,0.06060606060606055,0.6808711665867243,False,True,,0.7639798188463373
場所_地方,ベースライン,CDR:記憶,落ちた(N=8) vs 落ちなかった(N=22),30,-0.11363636363636354,0.4920286416815909,False,False,,0.7639798188463373
場所_地方,Δ(0→18か月),CDR:記憶,落ちた(N=8) vs 落ちなかった(N=19),27,-0.3486842105263157,0.10900873592840163,False,False,,0.42133512882010704
場所_地方,ベースライン,CDR:見当識,落ちた(N=8) vs 落ちなかった(N=22),30,-0.10795454545454541,0.5837895142301719,False,False,,0.7639798188463373
場所_地方,Δ(0→18か月),CDR:見当識,落ちた(N=8) vs 落ちなかった(N=19),27,-0.10526315789473695,0.6507471025388097,False,False,,0.7639798188463373
場所_地方,ベースライン,CDR:判断力・問題解決,落ちた(N=8) vs 落ちなかった(N=22),30,-0.4545454545454546,0.01659657088725403,False,False,,0.24636545480009028
場所_地方,Δ(0→18か月),CDR:判断力・問題解決,落ちた(N=8) vs 落ちなかった(N=19),27,0.013157894736842146,0.9762020943926224,False,False,,0.9948337472380503
場所_地方,ベースライン,CDR:地域社会の活動,落ちた(N=8) vs 落ちなかった(N=22),30,-0.20454545454545459,0.3620862581740565,False,False,,0.7639798188463373
場所_地方,Δ(0→18か月),CDR:地域社会の活動,落ちた(N=8) vs 落ちなかった(N=19),27,0.013157894736842146,0.9766172807767421,False,False,,0.9948337472380503
場所_地方,ベースライン,CDR:家庭・趣味,落ちた(N=8) vs 落ちなかった(N=22),30,-0.6363636363636365,0.00330371670084622,False,False,,0.23221375664370794
場所_地方,Δ(0→18か月),CDR:家庭・趣味,落ちた(N=8) vs 落ちなかった(N=19),27,0.3092105263157895,0.18814133146092038,False,False,,0.5754911315275212
場所_地方,ベースライン,CDR:身の回りの世話,落ちた(N=8) vs 落ちなかった(N=22),30,-0.125,0.11343638083618265,False,True,,0.42133512882010704
場所_地方,Δ(0→18か月),CDR:身の回りの世話,落ちた(N=8) vs 落ちなかった(N=19),27,-0.013157894736842035,0.9708136095339015,False,False,,0.9948337472380503
場所_地方,精神症状,意欲低下,N=33,33,,1.0,False,False,1.2,1.0
